id,title,author,category,ean_isbn13,upc_isbn10,description,publisher,publish_date,added,length
377,The Grand Weaver,Ravi Zacharias,Apologetics,9780310285847,0310285844,"FOR DISTRIBUTION OUTSIDE THE USA. With inspiring stories and thought-provoking questions, Ravi Zacharias traces the multiple threads of our lives, describing how the unseen hand of God guides our joys, our tragedies, our daily humdrum to weave a pattern of divine providence and meaning.",Zondervan,2008-07-01,2023-06-17,208
378,The Heart of the Cross,"James Montgomery Boice, Philip Graham Ryken",Biblical Theology,,9717241098,,"Christian Growth Ministries, Inc. (CGM)",1999-01-01,2023-06-17,
379,The Heidelberg Catechism: A Study Guide [copy 1],G. I. Williamson,Creeds and Confessions,9780875525518,0875525512,"The Heidelberg Catechism is one of the finest creeds of the Reformation period. This book includes all 129 questions and answers, along with clear exposition and questions for review, further study, and discussion.",P & R Publishing,1993-11-01,2023-06-17,241
380,The Heidelberg Catechism: A Study Guide [copy 2],G. I. Williamson,Creeds and Confessions,9780875525518,0875525512,"The Heidelberg Catechism is one of the finest creeds of the Reformation period. This book includes all 129 questions and answers, along with clear exposition and questions for review, further study, and discussion.",P & R Publishing,1993-11-01,2023-06-17,241
381,The Heidelberg Catechism: A Study Guide [copy 3],G. I. Williamson,Creeds and Confessions,9780875525518,0875525512,"The Heidelberg Catechism is one of the finest creeds of the Reformation period. This book includes all 129 questions and answers, along with clear exposition and questions for review, further study, and discussion.",P & R Publishing,1993-11-01,2023-06-17,241
382,The Implications of Inerrancy for the Global Church,The Master's Academy International,Systematic Theology,9781498425834,1498425836,"Nothing is more foundational to global missions than one's view of the Word of God. Sadly, Western seminaries and missions agencies have done great damage to the global church by exporting widespread doubt in the veracity of God's Word.    This collection of essays, written by faculty and graduates from each of The Master's Academy International's training centers around the world, illustrates the global implications of biblical inerrancy and highlights the devastating consequences of its abandonment.      The Master's Academy International (TMAI) is a network of training centers around the globe that trains pastors and church leaders to faithfully exposit God's Word and shepherd Christ's flock. Here is what others have said about TMAI:   TMAI trains godly men right where they are. That means more men to rightly divide the Word, more men to faithfully shepherd God's flock, and more men to plant and build churches all over the world.  Dr. John MacArthur  President | The Master's Seminary and College   The Great Commission is not just about sending missionaries, but about sending God's truth through missionaries. This is only possible if we hold unswervingly to biblical inerrancy and the sufficiency of Scripture. TMAI does just that.  Paul Washer  Founder | HeartCry Missionary Society   The single best strategy that I know to reach the world for Christ is the training of expositors to preach God's Word. I want to urge all churches and believers everywhere to partner with TMAI. This ministry is all about God's work being done God's way for God's glory.  Dr. Steven Lawson  President &amp; Founder | OnePassion Ministries     A publication of TMAI  tmai.org",Xulon Press,2015-02-20,2023-06-17,312
383,The Incomparable Christ (The London lectures in contemporary Christianity),John R. W. Stott,Theology,9780851114859,0851114857,"Who is Jesus Christ? No human question is more pivotal. No thoughtful answer fails to stretch our language, our categories or our aspirations.   In recent years numerous books have been written on Jesus, books that are shaped by faith or skepticism or follow the Western academic quest for the historical Jesus. The result has been a kaleidoscope of Jesuses, a thicket of viewpoints, some troubling to faith, some puzzling to the intellect, and a few that enrich our vision as they explore familiar terrain from new and promising angles.  Here is a book written by one who for a lifetime has followed Christ with heart, mind, soul and strength. John Stott offers us a vision of Christ whose portrait is discerned in the mosaic pattern of Scripture, whose influence is traced in the great currents of history, and whose compelling call has shaped the story line of ordinary humans who have been charged with extraordinary faith and courage.   The minimalist criteria for weighing the authenticity of Jesus' sayings and deeds yield only a thin outline of Jesus, the barely discernible image of a Jewish sage or prophet. But the criteria of Scripture's testimony and the effective power of Jesus in lives and history point to a multidimensional, incomparable Christ who defies measurement. Jesus is the one figure who, like no other, has changed lives, shaped culture and offers one sure hope for the future. He is the center of history, the focus of Scripture, the heart of mission. He is the incomparable Christ.",Inter-Varsity Press,2001-09-21,2023-05-20,224
384,"The Innerant Word: Biblical, Historical, Theological, and Pastoral Perspectives",,Systematic Theology,9781433548611,1433548615,"The Bible stands at the heart of the Christian faith, but now more than ever many question its historical reliability and relevance for life today. In what may become the definitive contemporary evangelical resource on this foundational topic, John MacArthur and a host of pastors, biblical scholars, historians, and theologians defend the doctrine of biblical inerrancy from their various disciplines. With contributions from evangelical leaders such as Kevin DeYoung, R. Albert Mohler Jr., R. C. Sproul, John Frame, and Mark Dever, this comprehensive volume makes the case that God’s Word is without error and therefore completely reliable. The contributors explore key Scripture passages, precedents for inerrancy in church history, theological responses to common challenges, and pastoral applications of the doctrine to everyday life.",Crossway,2016-03-31,2023-06-17,352
385,The Interpreter's Bible Commentaries 1st Edition Volume 1,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
386,The Interpreter's Bible Commentaries 1st Edition Volume 2,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
387,The Interpreter's Bible Commentaries 1st Edition Volume 3,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
388,The Interpreter's Bible Commentaries 1st Edition Volume 4,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
389,The Interpreter's Bible Commentaries 1st Edition Volume 5,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
390,The Interpreter's Bible Commentaries 1st Edition Volume 6,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
391,The Interpreter's Bible Commentaries 1st Edition Volume 7,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
392,The Interpreter's Bible Commentaries 1st Edition Volume 8,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
393,The Interpreter's Bible Commentaries 1st Edition Volume 9,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
394,The Interpreter's Bible Commentaries 1st Edition Volume 10,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
395,The Interpreter's Bible Commentaries 1st Edition Volume 11,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
396,The Interpreter's Bible Commentaries 1st Edition Volume 12,Various Contributors,Commentaries,,,Catalog Card Number: 51-12276,Abingdon Press,1954-01-01,2023-06-17,
397,The Jerusalem Sinner Saved (Puritan Paperbacks),John Bunyan,Puritan Works,9780851519142,0851519148,"The Jerusalem Sinner Saved is a book written by John Bunyan. It is widely considered to be one of the top 100 greatest books of all time. This great novel will surely attract a whole new generation of readers. For many, The Jerusalem Sinner Saved is required reading for various courses and curriculums. And for others who simply enjoy reading timeless pieces of classic literature, this gem by John Bunyan is highly recommended. Published by Quill Pen Classics and beautifully produced, The Jerusalem Sinner Saved would make an ideal gift and it should be a part of everyone&#039;s personal library.",Banner of Truth,2005-11-30,2023-05-20,144
398,The Justification of God: An Exegetical and Theological Study of Romans 9:1-23,John Piper,Christian Living,9780801070792,0801070791,"John Piper presents a careful, reasoned study of the doctrine of election. He dissects Paul&#039;s argument to highlight the picture of God and his righteousness painted in Romans 9. Undergirded by his belief that the sovereignty of God is too precious a part of our faith to dismiss or approach weak-kneed, Piper explores the Greek text and Paul&#039;s argument with singular deftness.",Baker Academic,1993-02-01,2023-05-20,256
399,The King Has Come,James Montgomery Boice,Christian Living,9781845503666,184550366X,"The birth of a king is normally marked by lavish national celebrations, a gathering of dignitaries and great joy. But what if he is born in a cave, is surrounded by animals and his first visitors are unknown shepherds?And what if his birth day presents are obscure and seemingly useless? You may think that perhaps you have the wrong baby! The king of the universe did have an unusual arrival; the precise time, place and circumstances were pinpointed over 300 years before it happened so you can be sure that you are in the right place, after all. In this heart-warming study of the events which culminated in the birth of Jesus, Jim Boice shows us the extraordinary God who loves you and me. You will marvel again as familiar stories are explored in a way that brings fresh insight and relevance to your life today.",Christian Focus Publications,2008-11-20,2023-05-20,208
400,The Knowledge of the Holy: The Attributes of God: Their Meaning in the Christian Life,A. W. Tozer,Christian Living,9780060684129,0060684127,"&ldquo;Love and faith are at home in the mystery of the Godhead. Let reason kneel in reverence outside.&rdquo;A true classic of faith and devotion, The Knowledge of the Holy by A.W. Tozer attempts to restore the majesty and wonder of God in the hearts and minds of all Christians. Informative and inspiring, this remarkable and important work shows us how we can rejuvenate our prayer life, meditate more reverently, in order to more deeply understand God and experience His presence in our daily lives. The Knowledge of the Holy is a superb aid to strengthening and deepening the spiritual life by returning the towering Christian concept of God to the center of the religious mind.",HarperOne,1978-11-15,2023-06-17,128
401,The Letters of Samuel Rutherford (Puritan Paperbacks),Samuel Rutherford,Puritan Works,9780851511634,0851511635,"The seventeenth-century devotional letters of Samuel Rutherford, most of which were written during imprisonment for the sake of the Gospel, are presented for the edification of a new generation of readers.",Banner of Truth,1973-05-01,2023-05-20,206
402,The Life of John Knox,"Thomas M’Crie, D.D.",Biographies,,0902506056,,,,2023-06-17,
403,The Life of Martyn Lloyd-Jones - 1899-1981,Iain H. Murray,Biographies,9781848711808,1848711808,"This book is a re-cast, condensed and, in parts, re-written version of the author&#039;s two volumes D. Martyn Lloyd- Jones: The First Forty Years (I982) and The Fight of Faith (I990). Since those dates, the life of Dr Lloyd-Jones has been the subject of comment and assessment in many publications and these have been taken into account. The main purpose of this further biography, however, is to put Dr Lloyd-Jones&#039; life before another generation in more accessible form. The big story is all here.When Lloyd-Jones left medicine, he intended only to be an evangelist in a mission hall in South Wales. No one was more surprised than he in being called to a ministry which would eventually affect churches across the world. How this happened is here explained, but the theme is the person described by F. F. Bruce: &#039;a thoroughly humble man. He was a man of prayer, a powerful evangelist, an expository preacher of rare quality, in the fullest sense a servant of the Word of God.&#039; Behind that theme a greater one emerges. In ML- J&#039;s own words: &#039;My whole life experiences are proof of the sovereignty of God and his direct interference in the lives of men. I cannot help believing what I believe. I would be a madman to believe anything else-the guiding hand of God! It is an astonishment to me. &#039;",Banner of Truth,2013-02-01,2023-06-17,496
404,The Lives of Philip and Matthew Henry,J.B. Williams,Biographies,,,Two Volumes in One,The Banner of Truth Trust,1974-01-01,2023-06-17,
405,The Lord's Day,Joseph A. Pipa,Church Ministry,9781900000000,1857922018,Are we missing out on blessings from God by ignoring the Lord&rsquo;s Day? Joey Pipa investigates and presents his conclusions &ndash; it could change the way you think about Sunday!,Christian Focus,1996-10-01,2023-06-17,240
406,The Love of God,John MacArthur,Theology,9780849910814,0849910811,"Is God a God of love or a God of wrath? The author of this affirmation of God's love assures you that you don't have to choose. God is one and undivided. Just as His grace is made perfect in suffering, so His love is made clear by what He hates.",W Publishing Group,1996-01-01,2023-06-17,304
407,The MacArthur Bible Commentary,John MacArthur,Commentaries,9780785250661,0785250662,"John MacArthur brings you a complete Bible commentary in one volume. The MacArthur Bible Commentary treats every passage of the Old and New Testaments phrase by phrase, with hundreds of word studies and sidebars throughout. It offers a broad overview of each Bible book and the internal consistency that results from having a single commentator.

The MacArthur Bible Commentary offers pastors, Bible teachers, serious Bible readers, and anyone seeking to read and understand the Scriptures a way to focus their studies while still seeing the entire Bible's application to the Christian life.",Thomas Nelson,2005-01-01,2023-06-17,2040
408,The Man God Mastered,Jean Cadier,Biographies,,,A brief biography of John Calvin,Inter-Varsity Fellowship,1960-01-01,2023-06-17,187
409,The Man of God: His Calling and Godly Life: Volume 1 of Pastoral Theology,Albert N Martin,Theology,9781943608119,1943608113,,Reformation Heritage Books,2018-07-07,2023-05-20,520
410,The Man of God: His Preaching and Teaching Labors: Volume 2 of Pastoral Theology,Albert N. Martin,Theology,9781943608126,1943608121,,Trinity Pulpit Press,2019-01-01,2023-05-20,651
411,The Meaning of Life,,Christian Living,9780195028713,0195028716,The Meaning of Life,Oxford University Press,1981-01-29,2023-05-20,269
412,The Message of Acts in the History of Redemption,"Dennis E. Johnson, Larry Johnson",New Testament Studies,9780875522357,0875522351,,P & R Publishing,1997-01-01,2023-06-17,248
413,The MESSAGE OF AMOS: the day of the Lion,,Commentaries,9780851107318,0851107311,,Inter-Varsity Press: Bible speaks today,,2023-06-17,
414,The Message of Deuteronomy (The Bible Speaks Today),Raymond Brown,Commentaries,9780851109794,0851109799,"Reading Deuteronomy can be like standing before Israel with Moses, hearing him address us as a future generation of the covenant people of God. Though we may have passed over the Jordan into the good land, we still struggle with temptations and opposition. Raymond Brown&#039;s The Message of Deuteronomy guides Christians to hear and appreciate the timeless relevance of this message from the Plains of Moab. His compilation of impertant historical and biblican background complements his even-handed, penetrating commentary without overwhelming his readable style. A great gift for the experienced and the beginning Bible reader.",Inter-Varsity Press,1993-06-01,2023-06-17,336
415,The Message of Exodus: The Days of Our Pilgrimage,Alec Motyer,Commentaries,9780851112961,085111296X,"When the Lord promised the land of Canaan to Abram and his descendants (Gen 15:7), every part of it was already occupied by other peoples. The long journey to possession of the Promised Land was prepared by God, yet it led through a path of adversity. We, the readers of the Old Testament, are left to wonder why.  In this engaging commentary on Exodus, J. Alec Motyer explores the character of God through his covenant promises and persistent faithfulness to the people of Israel. Through the story of Israel we are exposed to an unquenchable fire: God the Savior, the Companion and the Indweller, who will not fail those who so often fail him.",Inter-Varsity Press,2005-01-21,2023-06-17,336
416,The Message of Galatians: With Study Guide: Only One Way (The Bible Speaks Today),John R.W. Stott,Commentaries,9780851109824,0851109829,"To enclaves of young converts tucked away in the mountains of Asia Minor, Paul wrote what is perhaps the oldest document in the New Testament--the letter to the Galatians. What problems were they facing? Among a variety of religious authorities espousing different teachings, how were they to know who was right? How were men and women to be put right with God? How could Christians in the midst of a pagan culture live lives truly pleasing to God? &#039;Only one way--&#039; ansered Paul, &#039;through Jesus Christ.&#039; His answer holds true for us as well. The details of our struggle have changed since Paul&#039;s day, but the principles he sets forth are as timeless as the Lord he exalts. In this book John Stott helpf us to understand and apply the message of Galatians in the face of contemporary challenges to our faith.",Inter-Varsity Press,,2023-06-17,208
417,The Message of Hebrews,Raymond BROWN,Commentaries,9780851115405,0851115403,,Inter Varsity Press (The Bible Speaks Today),,2023-06-17,
418,The Message of Isaiah,"Barry Webb; J.A. Motyer, Ed.",Old Testament Studies,,0851111246,,Inter-Varsity Press,1996-01-01,2023-06-17,
419,The Message of Numbers: Journey to the Promised Land (The Bible Speaks Today),Raymond Brown,Commentaries,9780851114910,0851114911,"Numbers is one of the &quot;lost&quot; books of the Bible--lost because it is neglected by many Christians.  Named for its two &quot;numberings,&quot; or censuses, of Israel--the generation that left Egypt and the generation that entered the land of promise--Numbers frames a fascinating account of the pilgrim people Israel learning to trust God.  Readers are frequently puzzled by the dazzling variety of literature that makes up this book and wonder how to make sense of the whole. But in this thorough exposition of Numbers, Raymond Brown discloses the careful design and message of Numbers. He shows how God provides for the basic needs of the ideal life: to be loved, to be free, to be certain. Further, Brown highlights the rich theological themes of Numbers, untangles its meaning for today&#039;s readers and shows its enduring relevance for God&#039;s people.",Inter-Varsity Press,2002-02-01,2023-06-17,288
420,The Message of Romans: God's Good News for the World (The Bible Speaks Today),John R.W. Stott,Commentaries,9780851111438,0851111432,"Voted one of Christianity Today&#039;s 1995 Books of the Year! When Paul first penned his letter to the house churches of Rome, his purpose was to gain prayerful support for his coming mission to the western reaches of the Mediterranean world. Little did he know that for two millennia this tautly tuned exposition of the gospel would echo through church and academy, market and home. Or that it would leap great oceans to reverberate through lands and hearts beyond the farthest edges of his world. John Stott, in this new paperback edition previously released with the title Romans, joins a chorus of distinguished voices of the church who have pondered and lived the great themes of Romans, and who have tuned our ears to hear its rich harmonies and meditate on its broad vision. In the classic tradition of great Christian leaders who have commented on Romans, Stott expounds Paul&#039;s words, themes and arguments. The power of the gospel, the righteousness of God revealed from heaven, is clearly addressed to today&#039;s men and women who have answered its summons. Not only is Stott deeply acquainted with the text and context of Romans, he is also conversant with the most recent Pauline scholarship. Even more important, he views Romans from his own pastoral and missionary perspective, an outloook shaped in turn by the great vision of the apostle. Here is a commentary for those who live on the edge of the third millennium, a commentary spanning the two worlds of Romans--Paul&#039;s and ours.",Inter-Varsity Press,,2023-06-17,432
421,The Message of Romans: God's Good News for the World (The Bible Speaks Today),John R.W. Stott,New Testament Studies,9780851111438,0851111432,"Voted one of Christianity Today&#039;s 1995 Books of the Year! When Paul first penned his letter to the house churches of Rome, his purpose was to gain prayerful support for his coming mission to the western reaches of the Mediterranean world. Little did he know that for two millennia this tautly tuned exposition of the gospel would echo through church and academy, market and home. Or that it would leap great oceans to reverberate through lands and hearts beyond the farthest edges of his world. John Stott, in this new paperback edition previously released with the title Romans, joins a chorus of distinguished voices of the church who have pondered and lived the great themes of Romans, and who have tuned our ears to hear its rich harmonies and meditate on its broad vision. In the classic tradition of great Christian leaders who have commented on Romans, Stott expounds Paul&#039;s words, themes and arguments. The power of the gospel, the righteousness of God revealed from heaven, is clearly addressed to today&#039;s men and women who have answered its summons. Not only is Stott deeply acquainted with the text and context of Romans, he is also conversant with the most recent Pauline scholarship. Even more important, he views Romans from his own pastoral and missionary perspective, an outloook shaped in turn by the great vision of the apostle. Here is a commentary for those who live on the edge of the third millennium, a commentary spanning the two worlds of Romans--Paul&#039;s and ours.",Inter-Varsity Press,,2023-06-17,432
422,The Messiah And The Psalms,Richard P. Belcher Jr. ,Old Testament Studies,9781845500740,1845500741,"Many Christians today have only a very limited knowledge of the Psalms and are oblivious to the relevance and significance this portion of scripture has, both to the New Testament and to their lives in the 21st century. This book will help pastors, seminary students, lay leaders and Christians in personal study, to understand how the psalms relate to Christ so they will be better equipped to preach and teach the psalms. Some psalms have a direct relationship to Christ but with other psalms the link is not always as evident. Belcher shows that all the psalms relate in some way to Christ&rsquo;s person or his work. The biblical basis for this view is laid out and then how it works with different types of psalms is examined. In addition to this Belcher then goes on to offer deeper exposition into those psalms that have a direct relationship to Christ. Enlightening, perceptive and balanced, Belcher has successfully filled a void in the study of the Psalms. By doing so he has provided a methodology and a model other can use to understand the psalms in their Old Testament context and how they relate to Christ and to God&rsquo;s people today.",Mentor,2006-12-08,2023-06-17,288
423,The Minor Prophets: Two Volumes Complete in One Edition,James Montgomery Boice,Old Testament Studies,9780825421488,0825421489,An insightful guide to the backgrounds and prophe-tic messages of 12 key Old Testament books. It ex-amines the text of Scripture with thorough scholar-ship without losing sight of the spiritual truths &amp; per-sonal applications permeating the prophetic writings.,Kregel Publications,,2023-06-17,544
424,The New Manners and Customs of the Bible (Pure Gold Classics),James M. Freeman,"Dictionaries, Concordance, etc.",9780882707457,0882707450,"Have you ever wondered how a camel can go through the eye of a needle? How the four men got their paralytic friend through the roof to Jesus? What it means to greet one another with a holy kiss? This book answers these questions and others. In it, you will learn who the magi were, how lots were used, and what it means to be engraved on the palm of God&#039;s hand. This valuable resource goes book by book through the Bible, explaining many customs practiced in Bible times. Not only is it easy to understand, but it is also filled with many helpful illustrations. This useful tool will greatly aid anyone wanting to understand more about the Bible.",Bridge-Logos,1998-06-01,2023-06-17,600
425,The NIV Exhaustive Concordance ( A Regency Reference Library Book),Edward W. Goodrick,"Dictionaries, Concordance, etc.",9780310436904,0310436907,"Ten years in preparation, this comprehensive concordance provides total access to the text of the Bible and to the Hebrew and Greek behind each English word, following the proved format of Strong&#039;s Exhaustive Concordance. The first completely new Exhaustive Concordance in a century.",Zondervan,,2023-06-17,1853
426,The Passion of Jesus Christ [copy 1],John Piper,Christian Living,9789718341261,9718341269,,,2004-01-01,2023-05-20,127
427,The Passion of Jesus Christ [copy 2],John Piper,Christian Living,9789718341261,9718341269,,,2004-01-01,2023-05-20,127
428,The Pelican History of the Church,Owen Chadwick,Church History,,,Volume 3,Holder &amp; Stoughton Limited,1964-01-01,2023-06-17,
429,The Pilgrim's Progress,John Bunyan,Christian Classics,9788200000000,8171674607,"A religious allegory, The Pilgrim's Progress was first published in complete form in 1684. The pilgrimage is 'from the world to that which is to come'.",Rupa & Co,2000-01-08,2023-05-20,320
430,The Pilgrim's Progress,John Bunyan,Puritan Works,9788171674602,8171674607,"A religious allegory, The Pilgrim's Progress was first published in complete form in 1684. The pilgrimage is 'from the world to that which is to come'.",Rupa & Co,2000-01-08,2023-06-17,320
431,The Pilgrim's Progress (Barnes & Noble Classics) [copy 1],John Bunyan,Christian Classics,9781600000000,1593082541,"The Pilgrim&#039;s Progress, by John Bunyan, is part of the Barnes &amp; Noble Classics&nbsp;series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes &amp; Noble Classics: All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes &amp; Noble Classics pulls together a constellation of influencesbiographical, historical, and literaryto enrich each reader&#039;s understanding of these enduring works.&nbsp;Faith, Hope, Mercy, Envy, Ignorance, Guilt: These are not abstract concepts, but the names of vividly imagined, sharply drawn human characters encountered by Christian, the hero of The Pilgrim&rsquo;s Progress. In John Bunyan&rsquo;s seventeenth-century allegory of the soul&rsquo;s search for salvation, each step along the way becomes a dramatic rendering of an inner state of the human psyche. As Christian journeys from the wilderness of this world&rdquo; to the glory of the Celestial City, he confronts a seemingly endless array of temptations, threats, and dangers, including the nearly irresistible allure of material splendor at Vanity Fair; the crushing psychological burden of depression and despair in the Slough of Despond; and the fear and uncertainty that eats away at faith in Doubting Castle. This edition includes both the first and second parts of The Pilgrim&rsquo;s Progress, which collectively reflect the feverish intensity of Bunyan&rsquo;s religious beliefs. What remains significant is Bunyan&rsquo;s ability to transform this intensity into an allegory that speaks to people of all faiths and all eras.David Hawkes is Associate Professor of English at Lehigh University. His books include Idols of the Marketplace (2001) and Ideology (second edition 2003), and he has contributed articles to The Nation, the Times Literary Supplement, and the Journal of the History of Ideas.",Barnes & Noble Classics,2005-05-26,2023-05-20,432
432,The Pilgrim's Progress (Barnes & Noble Classics) [copy 2],John Bunyan,Puritan Works,9781593082543,1593082541,"The Pilgrim&#039;s Progress, by John Bunyan, is part of the Barnes &amp; Noble Classics&nbsp;series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes &amp; Noble Classics: All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes &amp; Noble Classics pulls together a constellation of influencesbiographical, historical, and literaryto enrich each reader&#039;s understanding of these enduring works.&nbsp;Faith, Hope, Mercy, Envy, Ignorance, Guilt: These are not abstract concepts, but the names of vividly imagined, sharply drawn human characters encountered by Christian, the hero of The Pilgrim&rsquo;s Progress. In John Bunyan&rsquo;s seventeenth-century allegory of the soul&rsquo;s search for salvation, each step along the way becomes a dramatic rendering of an inner state of the human psyche. As Christian journeys from the wilderness of this world&rdquo; to the glory of the Celestial City, he confronts a seemingly endless array of temptations, threats, and dangers, including the nearly irresistible allure of material splendor at Vanity Fair; the crushing psychological burden of depression and despair in the Slough of Despond; and the fear and uncertainty that eats away at faith in Doubting Castle. This edition includes both the first and second parts of The Pilgrim&rsquo;s Progress, which collectively reflect the feverish intensity of Bunyan&rsquo;s religious beliefs. What remains significant is Bunyan&rsquo;s ability to transform this intensity into an allegory that speaks to people of all faiths and all eras.David Hawkes is Associate Professor of English at Lehigh University. His books include Idols of the Marketplace (2001) and Ideology (second edition 2003), and he has contributed articles to The Nation, the Times Literary Supplement, and the Journal of the History of Ideas.",Barnes & Noble Classics,2005-05-26,2023-06-17,432
433,The Pleasures of God: Meditations on God's Delight in Being God,John Piper,Christian Living,9781576736654,1576736652,"THE SOURCE OF TRUE SATISFACTION.&nbsp;Isn&rsquo;t it true--we really don&rsquo;t know someone until we understand what makes that person happy?&nbsp; And so it is with God! &nbsp;What does bring delight to the happiest Being in the universe?&nbsp; John Piper writes, that it&rsquo;s only when we know what makes God glad that we&rsquo;ll know the greatness of His glory.&nbsp; Therefore, we must comprehend &ldquo;the pleasures of God.&rdquo;&nbsp;Unlike so much of what is written today, this is not a book about us. It is about the One we were made for&mdash;God Himself. In this theological masterpiece&mdash;chosen by World Magazine as one of the 20th Century&rsquo;s top 100 books, John Piper reveals the biblical evidence to help us see and savor what the pleasures of God show us about Him.&nbsp; Then we will be able to drink deeply--and satisfyingly-- from the only well that offers living water.&nbsp; &nbsp;What followers of Jesus need now, more than anything else, is to know and love&mdash;behold and embrace&mdash;the great, glorious, sovereign, happy God of the Bible.&nbsp;&ldquo;This is a unique and precious book that everybody should read more than once.&rdquo;J.I. PACKERRegent College, Vancouver, British Columbia&nbsp;Includes a study guide for individual and small-group use.&nbsp;",Multnomah Books,2000-06-26,2023-05-20,400
434,The Portable Seminary: A Master's Level Overview in One Volume,,"Dictionaries, Concordance, etc.",9789717893020,,,CLC Publications,2014-01-01,2023-06-17,758
435,The Puritan Hope,Iain H. Murray,Christian Living,9781848714786,1848714785,"In 'The Puritan Hope', the author, employing both exposition of Scripture and much historical and biographical material, sets out the case for believing that it is not orthodox to indulge in gloom over the prospect for Christianity in the world.",Banner of Truth,2014-10-01,2023-06-17,361
436,The Radical Cross: Living the Passion of Christ,A.W. Tozer,Christian Living,9789710495375,978971049537,,,,2023-05-20,
437,The Reformation Heritage Study Bible,"Joel R. Beeke, Michael P.V. Barrett, Gerald M. Bilkes, Paul M. Smalley",Study Bibles,9781601783240,,"The Reformation Heritage KJV Study Bible comes with thousands of study notes with integrated cross references, as well as introductions to each section and every book of the Bible. Since it is designed to be read with the classic King James Version of the Bible, explanation of difficult or outdated words are also integrated into the notes.

The heritage of the Protestant Reformation finds focus in an included overview of two millennia of church history as well as the inclusion of ancient creeds, confessions and catechisms—each of which also contain their own introduction. The articles in the notes of this study Bible are perfect for family devotions.",Reformation Heritage Books,2014-11-14,2023-06-17,2216
438,"The Reformation in England, Volume One",J.H. Merle d’Aubigné,Church History,,,,,1962-01-01,2023-06-17,
439,"The Reformation in England, Volume Two",J.H. Merle d’Aubigne,Church History,,,,First Banner of Truth Trust,1963-01-01,2023-06-17,
440,The Reformation of the Church: A Collection of Reformed and Puritan Documents on Church Issues,Iain Murray,Church History,9781800400160,1800400160,"The nature and life of the church is one of the most crucial issues facing Christians in the closing years of the twentieth century. Questions of ministry and liturgy, authority and freedom, appear in a wide variety of guises throughout the world-wide church. Relativism and uncertainty seem to be as common in the church as in the world. Many Christians wonder whether there is any way forward. In this context, The Reformation of the Church is an invaluable aid. An anthology of documents, drawn largely but not exclusively from the sixteenth and seventeenth centuries, it presents in a readily accessible form the finest thinking of the reformed fathers on authority and freedom, the need for reformation, the nature of the government, unity and membership of the church of Jesus Christ. Warmly welcomed when first published in 1965, and widely use since then, these documents provide invaluable material for ministers, elders, leaders, students and all Christians who are concerned to see Christ's church fulfill her God-given role at a critical juncture in her history.",Banner of Truth Trust,2021-06-09,2023-05-20,416
441,The Reformation Study Bible,R.C. Sproul,Study Bibles,,2004112397,,Ligonier Ministries,2005-01-01,2023-06-17,
